sk_jugador,player_natural_id,short_name,long_name,player_positions,overall,potential,age,club_name,nationality_name,value_eur,wage_eur,pace,shooting,passing,dribbling,defending,physic
243,243,player_243,d7e9d8b2980ecfe2,RW,73,79,28,celta vigo,spain,78456162,331814,97,47,91,77,41,65
244,244,player_244,dd7c3e57cb0bf7b2,LW,72,75,17,celta vigo,england,46812268,191589,87,88,58,87,58,66
245,245,player_245,1dcdf86e4ee13c97,RB,64,70,23,celta vigo,france,22629573,161364,53,67,84,63,93,76
246,246,player_246,6c522094b8a66550,RB,75,81,29,celta vigo,england,104042708,572000,70,64,50,56,44,60
247,247,player_247,6a0621704b56b745,CDM,72,77,29,celta vigo,france,48852377,246993,76,65,51,69,50,54
248,248,player_248,6b0798b26cd9318f,CM,73,74,18,celta vigo,germany,76072161,477299,66,61,67,96,55,57
249,249,player_249,e67ee8da44e63151,CDM,56,59,24,celta vigo,spain,8669015,59191,48,73,60,59,77,67
250,250,player_250,fe7d5c564b2b54eb,CB,71,76,25,celta vigo,spain,59983682,419057,80,66,46,64,61,73
251,251,player_251,7689f67d8b2268b4,LW,77,86,29,celta vigo,uruguay,80592549,280449,67,35,69,51,82,72
252,252,player_252,d5278bcc6b4b2349,LB,79,81,24,celta vigo,portugal,128528595,689125,85,37,83,63,56,61
253,253,player_253,c1790d0b9798a5d4,CB,73,81,27,celta vigo,uruguay,85576516,433730,49,64,85,86,30,73
254,254,player_254,bdb086f8f46522db,RB,63,70,23,celta vigo,germany,18595658,108034,74,69,87,62,81,70
255,255,player_255,54d43e63824c2d19,LB,77,84,27,celta vigo,uruguay,109721285,744802,76,61,71,64,43,76
256,256,player_256,ee36637157671817,GK,74,76,33,celta vigo,colombia,83189030,514020,70,79,74,79,52,73
257,257,player_257,17f3fd75ba63ccc8,GK,74,82,27,celta vigo,argentina,100037670,711210,71,69,51,75,67,69
258,258,player_258,d48b8f4e65799123,LW,67,73,35,celta vigo,england,29216967,124300,68,44,75,75,72,49
259,259,player_259,427101171dd03730,CB,88,88,28,celta vigo,spain,351915345,1955046,61,66,65,55,54,66
260,260,player_260,ab79525c79553aa5,RW,75,82,34,celta vigo,netherlands,113043161,665929,86,63,55,75,63,83
261,261,player_261,3c632ba7e70988b3,LB,68,71,23,celta vigo,netherlands,44341648,277166,74,75,74,49,83,70
262,262,player_262,118267496581bbe9,CB,84,84,30,celta vigo,germany,303890011,1493422,82,64,87,54,52,64
263,263,player_263,e30bb771f0996e8a,LB,71,75,32,celta vigo,spain,70955724,306355,64,71,75,57,65,67
264,264,player_264,b569f621ab6376b1,LB,72,73,34,getafe,argentina,53221195,364582,60,93,60,85,73,60
265,265,player_265,becacb0e81af57ab,CM,69,76,27,getafe,england,42831287,160126,61,61,63,85,68,68
266,266,player_266,0f05ab8e01e924e2,LB,66,72,22,getafe,portugal,31207447,131057,78,67,86,85,47,70
267,267,player_267,65a2f9760be69ac0,CM,72,78,26,getafe,netherlands,56412299,254190,89,46,99,87,48,64
268,268,player_268,97c4ca8d58b22c4c,CB,71,79,22,getafe,germany,65530095,241006,73,71,66,58,84,63
269,269,player_269,d98591dea0749022,RB,70,70,28,getafe,brazil,56016832,172913,69,52,80,67,44,81
270,270,player_270,f4b010b9e23cc99c,LW,79,87,32,getafe,argentina,160296207,1281177,73,75,47,79,88,42
271,271,player_271,69091c2ccd75a4c4,CM,69,74,17,getafe,uruguay,35824790,226886,58,88,61,54,59,61
272,272,player_272,f3c897e76e8624e2,ST,63,68,35,getafe,france,19932388,144130,87,61,71,53,64,74
273,273,player_273,016870759a54d562,CM,73,82,28,getafe,france,64354800,288165,61,38,62,55,62,65
274,274,player_274,6c1ed0e00a314ea7,CB,67,74,21,getafe,spain,36241891,170841,51,77,69,57,55,53
275,275,player_275,c2afe457fa4de52f,CM,60,66,28,getafe,colombia,12909694,95202,51,66,68,79,64,73
276,276,player_276,0a1ff6a2f8680928,CM,73,81,18,getafe,brazil,62188865,425288,67,64,81,61,84,72
277,277,player_277,d3ed49aaccfcec32,RB,75,75,20,getafe,brazil,74783894,447581,82,41,97,68,51,85
278,278,player_278,2ccb74a95caad4a1,CB,67,68,19,getafe,portugal,37707843,138370,74,69,87,69,67,72
279,279,player_279,6cf942ea3eed4daa,RW,73,73,17,getafe,brazil,71721045,340756,62,70,73,66,30,71
280,280,player_280,1e44102a602ea333,GK,79,81,31,getafe,england,130585733,979390,98,65,85,64,41,76
281,281,player_281,956d5b787bd23b90,GK,73,80,35,getafe,spain,57163746,179050,89,89,99,48,40,53
282,282,player_282,bbe26bc0997645e9,CM,73,74,26,getafe,netherlands,60464045,189329,67,77,56,72,65,75
283,283,player_283,645ca2823b870f48,CB,66,69,35,getafe,brazil,27381026,171900,61,59,43,62,84,53
284,284,player_284,f6f66536a7f40143,LW,83,92,36,getafe,uruguay,245937557,1405125,77,54,60,73,74,90
285,285,player_285,c5f8c0d2e974914d,CM,80,89,28,getafe,germany,197482999,743121,73,90,52,70,74,57
286,286,player_286,2784b22920314d33,CM,66,74,26,rayo vallecano,colombia,28018854,196820,53,80,85,66,71,58
287,287,player_287,2cf2ece56605af8b,LW,64,71,20,rayo vallecano,netherlands,28111903,88202,67,72,57,53,72,72
288,288,player_288,f9816cedc9b84741,RB,64,69,30,rayo vallecano,spain,21122883,162653,68,80,54,73,56,75
289,289,player_289,ad41598b6a372639,RW,83,92,35,rayo vallecano,colombia,219299923,816971,86,63,73,80,38,79
290,290,player_290,018c096d4cce2462,RW,68,77,24,rayo vallecano,france,30794435,129490,64,76,84,79,80,58
291,291,player_291,7f97662779d2909f,CM,84,84,32,rayo vallecano,france,308807944,971808,46,55,66,39,69,69
292,292,player_292,8456c55251341868,GK,70,77,34,rayo vallecano,england,54905570,203808,49,35,68,61,64,68
293,293,player_293,969f9c21570d5012,CM,70,76,21,rayo vallecano,spain,52951234,328385,69,71,70,66,83,69
294,294,player_294,49120b8dbf57a3e4,CDM,69,76,17,rayo vallecano,portugal,53458564,367468,79,65,66,81,66,55
295,295,player_295,6762dfc6a6cd4d20,CB,77,83,18,rayo vallecano,brazil,141527190,788359,55,73,56,62,49,63
296,296,player_296,2d708b18f2899b67,LW,70,75,23,rayo vallecano,germany,55570567,178799,76,81,61,59,43,67
297,297,player_297,fe768a27368e3cf9,ST,74,78,19,rayo vallecano,portugal,85908984,580448,45,56,51,56,70,63
298,298,player_298,e2e4fc099f5810f1,ST,63,66,20,rayo vallecano,germany,18963880,151556,54,70,67,77,48,49
299,299,player_299,32f752d5c7bc2fad,CM,66,69,34,rayo vallecano,netherlands,28562276,100556,58,70,65,87,59,57
300,300,player_300,1d8754abb6e77624,CM,72,79,20,rayo vallecano,brazil,70598819,314058,83,92,88,77,66,72
301,301,player_301,1f942676b4aa7a9b,RW,72,77,29,rayo vallecano,portugal,78198263,355912,80,53,88,62,50,72
302,302,player_302,2b163405f0f6665c,LB,73,73,26,rayo vallecano,england,86016394,553671,66,53,51,77,69,80
303,303,player_303,ea91c1ff631b0acf,LW,78,81,34,rayo vallecano,portugal,98515970,609199,72,54,90,77,60,52
304,304,player_304,bf8ea429606a269d,GK,77,85,22,rayo vallecano,colombia,145659391,717265,79,43,68,59,75,68
305,305,player_305,d3a4da6f7ce0d04d,CB,77,85,35,rayo vallecano,brazil,145472744,452472,89,35,77,59,62,51
306,306,player_306,9c600ef1454e493b,GK,73,76,19,rayo vallecano,spain,69100270,535128,96,67,66,80,72,68
307,307,player_307,08bc45ed908020e5,LW,82,87,21,rayo vallecano,england,243160154,906154,71,61,86,65,49,77
308,308,player_308,918b13dc7dcbf962,RB,58,63,32,rayo vallecano,germany,9421729,62425,80,60,73,86,44,67
309,309,player_309,633e7d94eb295ade,ST,76,80,17,rayo vallecano,netherlands,117597288,845321,77,96,66,57,60,65
310,310,player_310,0168559a7b6867c9,CM,64,65,27,rayo vallecano,uruguay,29569250,145997,85,42,85,59,50,83
311,311,player_311,5fd701e8174a4d2d,LB,72,76,29,rayo vallecano,portugal,73147054,334842,59,56,79,55,61,67
312,312,player_312,aa49ab5ae9d7a11a,CM,68,69,18,girona,england,49876479,368817,95,57,86,65,82,71
313,313,player_313,ad2969453f7c6319,CM,71,79,32,girona,colombia,56086019,185335,90,76,86,74,85,51
314,314,player_314,88450c111904ef14,LB,57,57,33,girona,uruguay,11068744,48981,75,66,68,75,37,50
315,315,player_315,3a1d4236dc28dabb,RW,71,74,33,girona,brazil,69263544,418291,61,54,70,69,51,88
316,316,player_316,3d77bd8814b44241,CM,69,74,24,girona,france,55596195,396915,69,82,92,86,64,67
317,317,player_317,f5b39ce58ff4ded5,LW,78,78,20,girona,spain,150005200,932421,73,92,75,71,66,71
318,318,player_318,34a72fa2ce37cf62,ST,65,67,27,girona,france,27913732,125746,78,72,79,60,62,73
319,319,player_319,e441533ffb64648d,CM,69,78,29,girona,brazil,47416748,351057,63,93,98,53,78,71
320,320,player_320,8fb5beff38b14caf,RB,66,70,36,girona,england,26033141,86767,55,58,55,78,55,71
321,321,player_321,804be5245e29ee4c,CB,60,61,30,girona,argentina,16655809,98665,58,59,68,78,59,59
322,322,player_322,905f2408a6260d7b,RB,69,71,33,girona,england,44672130,345629,68,61,45,58,85,65
323,323,player_323,e71fb3dea8c09dfa,ST,68,69,24,girona,portugal,32350980,240335,80,65,80,85,64,79
324,324,player_324,d558087591ab045d,RW,62,69,18,girona,england,17542171,94757,48,74,65,76,74,41
325,325,player_325,d6e84d36703b695e,RW,75,80,32,girona,argentina,83855999,620506,52,87,69,56,60,76
326,326,player_326,ea100a52ed4ed38a,CM,65,66,27,girona,netherlands,31233526,173373,83,55,65,65,52,74
327,327,player_327,b6d90dfd41966aef,CM,75,83,22,girona,france,64375363,258324,74,85,73,64,70,62
328,328,player_328,ed43d8fa459888e4,CB,70,77,31,girona,france,48121271,176576,85,53,81,91,40,77
329,329,player_329,b1d4886becb8f09d,CM,69,75,36,girona,colombia,32607729,213341,60,70,82,47,60,68
330,330,player_330,4d23e84e2e5f632d,ST,55,58,35,girona,england,10328173,32257,67,66,63,68,68,59
331,331,player_331,2a711cafd3e98692,RW,74,79,29,girona,france,87837299,592911,62,68,63,73,73,56
332,332,player_332,4c47fdff8e44a34c,CB,70,71,23,girona,netherlands,39489209,174813,80,63,53,72,64,74
333,333,player_333,9a98cf72e21f4b72,ST,72,78,36,girona,germany,54309197,365028,74,77,70,76,76,67
334,334,player_334,32e3e86b34a52d65,CB,79,85,21,girona,spain,161547190,625077,88,76,47,79,30,62
335,335,player_335,a46a8ca33f1b3f7a,LB,67,74,29,girona,colombia,33797393,177411,93,69,61,73,70,52
336,336,player_336,eb2f559241b1a4c8,CM,67,67,23,mallorca,portugal,42007197,192777,85,63,72,42,70,61
337,337,player_337,3b65be4287eb3809,GK,71,75,18,mallorca,uruguay,70132518,473758,72,69,51,63,50,52
338,338,player_338,e00543e38468b041,RW,68,71,25,mallorca,spain,40957046,204224,66,83,63,68,62,66
339,339,player_339,07aef4f3b14ac5f4,CDM,67,68,36,mallorca,germany,24913558,186623,51,88,71,79,65,75
340,340,player_340,d191e9c75901e3cb,LB,64,66,28,mallorca,argentina,26666666,188489,78,59,53,64,40,68
341,341,player_341,42e559c85d1683d9,LB,61,68,31,mallorca,england,21361314,71814,58,40,68,64,66,40
342,342,player_342,4c074bf4ce04457c,CDM,69,76,34,mallorca,uruguay,51434571,239978,93,86,56,59,44,71
343,343,player_343,b26bab366d517897,LB,60,68,25,mallorca,france,13594315,90981,51,71,99,77,47,91
344,344,player_344,31e7f032b0a337aa,CDM,64,72,24,mallorca,portugal,19582503,61412,90,89,61,59,67,84
345,345,player_345,24e06eb8b69feaca,LB,66,69,23,mallorca,france,38086551,157125,77,59,42,47,65,67
346,346,player_346,00e6444b51496dbe,CDM,81,89,17,mallorca,colombia,173105125,933464,63,74,69,71,56,79
347,347,player_347,7a6bc650c7da7d06,RW,65,72,22,mallorca,netherlands,30925908,209734,79,70,57,63,78,58
348,348,player_348,09c767a2d511fd7a,RW,77,83,31,mallorca,colombia,91012594,473407,81,83,72,55,64,56
349,349,player_349,2fc4472243d7c5f0,RW,68,77,18,mallorca,brazil,33399277,229927,66,66,68,84,71,71
350,350,player_350,c40a7b2e9dde494e,RW,63,69,21,mallorca,spain,21306688,169153,78,78,50,38,62,75
351,351,player_351,25d173637edbc820,GK,62,63,33,mallorca,germany,15888124,86822,74,77,95,62,76,70
352,352,player_352,f7b08dd89ab8f91b,LW,65,71,27,mallorca,brazil,22619379,132647,57,66,61,67,50,62
353,353,player_353,fa12e3ac2d9d4a83,CDM,63,64,35,mallorca,netherlands,26347696,204218,59,58,76,60,60,73
354,354,player_354,89a7b8f2de23128e,CDM,62,64,17,mallorca,england,15269260,91508,86,63,66,65,72,66
355,355,player_355,eabba0bd8ec687bb,ST,71,78,20,mallorca,france,40230713,163347,79,42,79,81,90,85
356,356,player_356,a1ade61fc4e8e183,RW,77,82,36,mallorca,colombia,127984272,582263,51,63,74,77,59,51
357,357,player_357,fb15ed2eb223a542,LB,70,77,27,mallorca,france,62437441,225249,81,49,92,64,64,51
358,358,player_358,1b911c4b4966d598,LW,60,62,23,mallorca,france,12767870,45403,67,54,67,96,36,71
359,359,player_359,d20b2ce5c9157824,CB,71,71,28,mallorca,brazil,62686206,491979,94,73,79,81,59,53
360,360,player_360,c07d68a033f812e5,CM,69,69,17,mallorca,uruguay,45260912,247975,77,67,44,49,61,82
361,361,player_361,873198e6add0bdb8,RB,60,65,18,mallorca,france,18165253,73856,54,69,73,64,52,65
362,362,player_362,6c904f00fe8eb38c,CB,62,64,29,almeria,argentina,23998713,82344,59,69,69,62,58,58
363,363,player_363,307822e83dc63572,RW,68,68,31,almeria,colombia,32993523,217103,72,61,77,78,33,75
364,364,player_364,8334c5ad2b01d250,RB,65,72,23,almeria,netherlands,32335711,252172,52,82,76,54,70,69
365,365,player_365,ba9dbc8383e7cef1,LB,64,73,28,almeria,colombia,22713752,112837,66,71,41,80,71,66
366,366,player_366,8f52f0c1254268c0,CDM,66,73,32,almeria,england,31095753,163998,70,84,73,50,75,63
367,367,player_367,a3aad3a3108cd34a,LB,74,74,19,almeria,netherlands,87227133,411367,44,85,59,68,84,56
368,368,player_368,e49365c72d37d99c,LW,75,79,25,almeria,colombia,99825935,687529,74,50,57,81,62,77
369,369,player_369,dc5002f71cdf3044,CB,74,80,26,almeria,brazil,77839385,418240,66,62,62,74,60,87
370,370,player_370,2a7b368d8fa4d792,CB,58,67,28,almeria,france,12918079,55974,73,60,64,52,47,67
371,371,player_371,8049bd4a839904a6,LW,59,61,21,almeria,netherlands,16168251,97086,64,67,55,69,86,70
372,372,player_372,7e0089d071a7ea67,LB,71,72,24,almeria,colombia,50940086,153865,77,70,75,64,75,90
373,373,player_373,e216d074d0abb710,RB,73,75,31,almeria,france,65261135,350713,73,65,44,69,73,83
374,374,player_374,7ea495f0ece798b9,LB,67,72,27,almeria,spain,27107295,111941,77,61,55,53,63,71
375,375,player_375,80939c666445c21e,CB,73,79,31,almeria,brazil,74870985,231094,70,64,84,60,59,80
376,376,player_376,a7535c2d8462624d,GK,70,71,24,almeria,portugal,37672844,272006,80,89,68,66,63,47
377,377,player_377,56f0cad109690a91,CB,61,66,27,almeria,uruguay,21200050,143530,85,70,71,59,66,99
378,378,player_378,7f6e8a24be95f80a,GK,78,82,20,almeria,france,131334780,445365,74,70,71,47,47,49
379,379,player_379,ad2ecb44efbddd82,RB,68,73,26,almeria,brazil,33016853,242976,63,70,64,89,54,61
380,380,player_380,121ca2e7f268e3d1,LW,70,72,25,almeria,brazil,46773427,333064,40,82,74,74,92,57
381,381,player_381,daeacea8f8b7c862,CDM,74,82,30,almeria,spain,83632839,593127,66,67,57,59,96,51
382,382,player_382,8aca1016a538bd11,CB,69,76,36,almeria,france,50684072,243798,77,66,73,46,45,53
383,383,player_383,57d565ce8f096ea4,CDM,70,79,36,almeria,argentina,58628194,209077,68,46,60,57,62,50
384,384,player_384,c69fc97e32efa2f2,LW,67,67,35,almeria,netherlands,27387535,134809,71,70,55,69,69,77
385,385,player_385,4e9af75b72e87db8,CB,69,71,26,almeria,argentina,34550893,156741,52,70,78,70,67,79
386,386,player_386,39d1b7c7fb23b597,CM,57,58,31,almeria,portugal,9407538,36381,80,73,66,51,30,64
387,387,player_387,bcb6707101a93f19,CM,71,77,33,almeria,germany,64790183,452484,73,65,65,70,99,65
388,388,player_388,3aa1f1c8463eb129,LW,72,73,31,cadiz,colombia,51254786,226943,64,53,43,83,57,94
389,389,player_389,ee1d6b3af051bcba,CDM,66,68,31,cadiz,germany,25248669,177482,54,56,64,74,78,71
390,390,player_390,05514fbc2e0cd6b4,CB,59,62,29,cadiz,uruguay,11571269,66215,82,99,68,68,72,61
391,391,player_391,d381b472bb0be2bd,CB,55,62,33,cadiz,netherlands,8724447,50116,74,78,77,78,62,61
392,392,player_392,bba418c972bee59e,CB,55,56,36,cadiz,uruguay,9096689,72412,57,67,64,55,62,59
393,393,player_393,cd18b0f98aa6e7ee,LB,78,82,29,cadiz,netherlands,99595416,792770,78,51,76,69,80,64
394,394,player_394,05c1e6b10b001a45,LW,72,77,24,cadiz,brazil,70401132,332151,64,55,80,70,38,90
395,395,player_395,0d97f69425f4a067,LW,69,73,19,cadiz,portugal,40071413,194629,73,62,61,80,88,89
396,396,player_396,8f8a44af31243c84,CDM,70,70,27,cadiz,spain,55911884,348228,71,67,61,70,62,68
397,397,player_397,c4469eefa412f609,CB,72,80,17,cadiz,netherlands,44040272,207707,48,72,67,72,75,65
398,398,player_398,9831f57db1f5840f,CM,61,65,29,cadiz,netherlands,19968215,121273,83,99,76,62,75,58
399,399,player_399,7cb7eb514f74b281,CDM,72,81,28,cadiz,france,62238272,388820,83,69,53,75,65,74
400,400,player_400,719f98ccfcca4b41,CM,66,67,22,cadiz,argentina,26227988,102208,92,53,84,73,55,63
401,401,player_401,0007e0add365a134,RB,74,81,22,cadiz,france,78339331,587103,92,64,79,80,56,84
402,402,player_402,53f34ef493274300,LB,58,60,32,cadiz,brazil,10520145,51568,74,56,63,70,51,74
403,403,player_403,e5db925e7e528233,GK,65,72,32,cadiz,france,19297901,91823,70,77,74,71,62,82
404,404,player_404,f4c7b0759b2623fa,RW,65,68,21,cadiz,brazil,19402620,123034,83,80,45,67,57,75
405,405,player_405,aa7e89a00fb69814,RW,73,82,34,cadiz,england,78856894,565943,85,68,64,76,86,87
406,406,player_406,a4e4297a3e3d1377,CB,59,62,23,cadiz,colombia,12294655,77548,63,86,50,47,30,69
407,407,player_407,5080cbf86ef1cd83,CM,64,70,35,cadiz,portugal,19367495,121858,50,73,59,64,57,85
408,408,player_408,d80dba0649d00594,ST,55,55,36,cadiz,brazil,6797339,37994,69,54,62,74,49,63
409,409,player_409,7f70314e2c55249b,RB,68,76,20,cadiz,england,37097978,223619,55,40,77,55,60,65
410,410,player_410,6313d299fc91b622,CB,71,78,32,granada,england,53762542,224089,81,40,61,76,60,49
411,411,player_411,722165ccae191962,LB,57,59,25,granada,argentina,13230608,63313,78,50,61,72,38,80
412,412,player_412,ca9b5bcf466d7f24,RW,57,58,33,granada,brazil,8585013,46343,88,83,79,56,56,65
413,413,player_413,56dbfe0625524088,LW,55,58,23,granada,england,7773674,33725,99,74,62,77,38,64
414,414,player_414,da28bd5d2c97093c,LW,59,68,34,granada,france,13217511,50220,63,60,95,66,70,71
415,415,player_415,141449a4a64fc336,LB,58,60,20,granada,colombia,13452430,60083,76,68,74,81,47,55
416,416,player_416,3c90c68416228e25,RW,77,80,24,granada,portugal,137052215,414881,47,54,80,74,73,70
417,417,player_417,1fe9697592c9ea59,CM,59,64,29,granada,france,10827882,55510,99,76,75,55,46,66
418,418,player_418,405f9f873b14ada1,CB,61,67,28,granada,brazil,14804962,108050,59,64,75,60,66,74
419,419,player_419,9f83f256dab1f2f3,GK,66,74,18,granada,netherlands,23957123,85195,74,87,74,70,72,61
420,420,player_420,866329c6537f5bc1,LW,59,63,18,granada,spain,16561153,88981,78,66,81,65,45,62
421,421,player_421,21f0ec9815a45ba0,CB,62,70,34,granada,colombia,14169165,66038,49,51,67,79,65,76
422,422,player_422,c93e42ab94111907,RB,65,73,18,granada,netherlands,32955299,247014,67,63,89,46,58,76
423,423,player_423,87bee18388dda4c9,LW,58,62,17,granada,netherlands,14791609,115842,95,86,67,87,72,62
424,424,player_424,c184924f621c8f03,GK,66,67,19,granada,uruguay,39591814,293920,89,43,70,66,60,50
425,425,player_425,5da2f0c4692a192c,CM,69,78,32,granada,england,44715783,144088,40,75,82,97,71,82
426,426,player_426,1692e5b6f38f2e07,GK,62,67,17,granada,argentina,19479072,104013,83,57,55,65,70,52
427,427,player_427,41ae68f9c359a267,LB,70,78,26,granada,portugal,36692369,152645,81,84,62,62,44,70
428,428,player_428,44a2c21ad9006055,CM,56,64,25,granada,uruguay,10101332,33121,80,56,85,89,76,62
429,429,player_429,05f43e9bdac9d60d,GK,68,73,18,granada,colombia,50422076,256723,54,81,58,69,56,88
430,430,player_430,69ece6e9499c02e8,CM,61,66,22,granada,germany,12190115,91896,76,51,74,79,68,68
431,431,player_431,b64b84dbdc65525e,LW,63,68,34,granada,netherlands,23126914,136901,55,63,81,90,81,73
432,432,player_432,25110fab21f8910a,CM,63,71,24,granada,england,17737686,132818,78,79,86,80,76,77
433,433,player_433,11df30c844fb6aba,RB,58,58,23,granada,spain,8551846,63156,49,67,59,93,57,68
434,434,player_434,af8bbf06aa5ca50c,LB,65,73,36,granada,uruguay,29567831,167742,54,60,63,80,78,61
435,435,player_435,e9e0827fbc03b937,ST,56,58,28,las palmas,netherlands,9515355,44844,80,73,71,74,62,77
436,436,player_436,79f63d45992b963e,CB,57,65,22,las palmas,germany,12857047,54628,85,76,78,95,55,63
437,437,player_437,4fab22544d57ee8b,RB,59,66,31,las palmas,netherlands,10255823,46911,93,69,74,57,61,77
438,438,player_438,f2166708731d0d87,CB,64,69,24,las palmas,portugal,31249486,207242,75,85,90,80,62,65
439,439,player_439,effc4d9f7c2fc4fb,CM,59,62,29,las palmas,uruguay,9967458,38480,82,55,75,55,78,84
440,440,player_440,7d19bcdb867cfd64,RB,68,70,20,las palmas,portugal,48524250,363320,71,54,57,81,71,57
441,441,player_441,94c746fdfbc9a9bc,CM,61,65,22,las palmas,france,20745411,84932,68,76,53,76,53,71
442,442,player_442,4d344c24ab5d5190,ST,56,63,17,las palmas,brazil,11427478,48120,63,45,54,65,52,54
443,443,player_443,5f362ee1facb05c4,RW,66,70,36,las palmas,brazil,35466244,237480,81,51,51,71,49,76
444,444,player_444,bf35d7c4be64b0b6,GK,61,65,35,las palmas,france,18013794,98371,78,91,63,69,85,51
445,445,player_445,5a86219aad32895d,RB,56,61,26,las palmas,colombia,8380274,63691,57,71,74,74,71,79
446,446,player_446,f2f92a200f56b016,CM,62,68,36,las palmas,portugal,21675776,113815,60,52,60,67,75,80
447,447,player_447,10b87862f6971b3b,CB,71,77,25,las palmas,germany,52570941,266763,63,78,56,86,58,67
448,448,player_448,866db4b20b8b5f18,CB,62,63,18,las palmas,germany,22189323,171207,84,80,60,53,62,59
449,449,player_449,31ac0e11a1e0e409,GK,59,67,25,las palmas,argentina,11654584,40371,83,39,89,64,67,58
450,450,player_450,c519f9275139f7cf,LB,56,61,21,las palmas,brazil,7336532,44474,75,62,72,74,66,54
451,451,player_451,d3b824124effdc2b,RB,58,65,27,las palmas,spain,8641120,42631,63,61,61,50,67,52
452,452,player_452,606ea548e72e08a0,CM,68,76,24,las palmas,france,37352531,175540,50,91,89,60,89,40
453,453,player_453,195469eb2148507c,ST,73,80,22,las palmas,uruguay,60590369,185934,70,60,68,65,46,70
454,454,player_454,01fd5b293fc60030,GK,72,76,25,las palmas,uruguay,65911262,392968,48,41,67,76,64,67
455,455,player_455,3807aaefa614dd2a,CB,60,68,36,las palmas,uruguay,19320530,147813,81,86,60,69,87,57
456,456,player_456,9e9a10487753f800,GK,65,70,25,las palmas,france,26766810,189119,77,66,58,57,49,64
457,457,player_457,bb122831c309ad18,ST,61,70,20,las palmas,portugal,15300548,118360,40,35,99,51,60,51
458,458,player_458,579cce07d6a6f9c3,GK,63,70,32,leganes,spain,24860601,130825,76,81,58,65,67,72
459,459,player_459,18cb271cbbefa7e1,LW,64,64,26,leganes,argentina,21948288,148489,53,74,81,62,61,54
460,460,player_460,53e074ba29ff6f72,CB,64,69,36,leganes,uruguay,21409698,92733,90,69,46,69,59,82
461,461,player_461,89ee509ad8387dff,RW,55,55,23,leganes,portugal,7493905,34455,99,69,79,50,48,83
462,462,player_462,af720cf2758a2a33,CB,58,58,35,leganes,portugal,9059550,59389,40,58,56,71,72,73
463,463,player_463,2971e91c59ccd29b,CB,63,68,20,leganes,brazil,16265312,111246,70,86,77,82,62,78
464,464,player_464,0627d84d8857265f,LB,72,72,24,leganes,france,78303498,541228,63,59,42,92,73,70
465,465,player_465,75cc931083fac12b,RW,67,69,26,leganes,portugal,24956169,90934,84,67,67,55,72,87
466,466,player_466,1d7c9e72cd02f8a9,ST,65,69,35,leganes,germany,31470477,197426,76,42,61,88,49,80
467,467,player_467,5b6ae78acc9ebe4b,CB,73,79,26,leganes,france,60138551,438325,82,54,65,69,64,73
468,468,player_468,551d13fdbc25f253,CB,68,74,17,leganes,germany,34823500,207991,72,86,84,65,30,71
469,469,player_469,e334dccce0136948,CB,67,72,21,leganes,brazil,28310908,95057,76,55,80,38,53,78
470,470,player_470,3d836ec213f8b811,CM,57,60,28,leganes,uruguay,13347784,80839,83,63,65,65,54,66
471,471,player_471,1403dd6abc649eb0,CB,55,58,19,leganes,england,10482319,67539,80,65,75,79,64,69
472,472,player_472,f1688111b8b2150e,CM,64,66,30,leganes,portugal,26052015,160278,98,79,71,80,37,76
473,473,player_473,ef3f981ab7c6a912,CB,59,65,24,leganes,colombia,10842152,39739,58,83,61,60,42,66
474,474,player_474,8563fd549c97c82c,RB,60,65,30,leganes,colombia,12377739,90590,75,72,66,59,67,61
475,475,player_475,75c718a7be08db03,CM,58,59,33,leganes,spain,8760834,65757,67,65,65,65,56,70
476,476,player_476,312b4ed189724404,CDM,75,84,17,leganes,germany,106503258,540894,63,71,82,78,76,74
477,477,player_477,22b0e6793ec30f52,CM,56,59,31,leganes,uruguay,6826399,46867,64,45,42,62,60,59
478,478,player_478,47380c672ab04a05,CB,63,64,33,leganes,france,20659855,162304,79,80,49,69,60,73
479,479,player_479,dfac53d7ba458395,LB,57,60,23,leganes,germany,7720498,52233,68,50,54,61,30,67
480,480,player_480,776def8619f4f17b,LW,63,70,20,leganes,brazil,20061346,78506,55,70,67,87,60,93
481,481,player_481,6d1fba8205f821cc,ST,66,72,29,leganes,spain,32901164,120258,78,99,75,73,49,74
482,482,player_482,62d8dab17d91c3bb,CM,62,62,33,leganes,brazil,20218433,73184,60,59,58,81,33,69
